TBJD PDCSAP ePDCSAP
1.438494376300704289e+03 7.479664375000000000e+05 9.583524322509765625e+01
1.438495765246995916e+03 7.477425625000000000e+05 9.593470764160156250e+01
1.438497154193286178e+03 7.479390000000000000e+05 9.592900848388671875e+01
1.438498543139576896e+03 7.478618750000000000e+05 9.591378021240234375e+01
1.438499932085867613e+03 7.477586875000000000e+05 9.592530059814453125e+01
1.438501321032159240e+03 7.474058750000000000e+05 9.590164184570312500e+01
1.438502709978450412e+03 7.478434375000000000e+05 9.593490600585937500e+01
1.438504098924740674e+03 7.477352500000000000e+05 9.591472625732421875e+01
1.438505487870565730e+03 7.475897500000000000e+05 9.591598510742187500e+01
1.438506876816857357e+03 7.471471250000000000e+05 9.587947845458984375e+01
1.438508265763148529e+03 7.474007500000000000e+05 9.589028167724609375e+01
1.438509654709439474e+03 7.477384375000000000e+05 9.592134857177734375e+01
1.438511043655729509e+03 7.469697500000000000e+05 9.586186981201171875e+01
1.438512432602020226e+03 7.474009375000000000e+05 9.589518737792968750e+01
1.438513821547846192e+03 7.472665625000000000e+05 9.587281036376953125e+01
1.438515210494136909e+03 7.473785625000000000e+05 9.589417266845703125e+01
1.438516599440427626e+03 7.472890625000000000e+05 9.588220214843750000e+01
1.438517988386718343e+03 7.474805625000000000e+05 9.590988159179687500e+01
1.438519377332543627e+03 7.470534375000000000e+05 9.587326049804687500e+01
1.438520766278835026e+03 7.472206875000000000e+05 9.588315582275390625e+01
1.438522155225125744e+03 7.472038750000000000e+05 9.587560272216796875e+01
1.438523544171416688e+03 7.467844375000000000e+05 9.584860229492187500e+01
1.438524933117707633e+03 7.469197500000000000e+05 9.586714935302734375e+01
1.438526322063532689e+03 7.470400625000000000e+05 9.587030029296875000e+01
1.438527711009824088e+03 7.470336875000000000e+05 9.586865997314453125e+01
1.438529099956115033e+03 7.469373750000000000e+05 9.585926055908203125e+01
1.438530488901940089e+03 7.467816250000000000e+05 9.584892272949218750e+01
